-0.00765005,-0.005397898,1.23E-19
-0.007859283,-0.006046097,1.27E-19
-0.007945813,-0.005586933,0.000812741
-0.008354986,-0.005256048,1.67E-19
0.005793936,0.005348745,0.018965692
0.005715962,0.005318213,0.018598557
0.005167288,0.00505726,0.019117497
0.00531289,0.005589581,0.018808552
0.005604185,0.005536524,0.019359363
0.007600135,0.00392607,0.019770177
0.007571118,0.004415699,0.019333596
0.007620777,0.004519859,0.019983459
0.008154243,0.004114724,0.019479723
0.006067487,0.005247113,0.019228523
0.005610223,0.004795932,0.019775718
0.006162604,0.005329612,0.01989862
0.00659066,0.004970209,0.019325868
0.006899098,0.004963483,0.020151968
0.006252595,0.004519013,0.020100882
0.007148537,0.004691923,0.0195131
0.007037367,0.0041947,0.020070762
0.005044629,0.005067684,0.018548041
0.005206057,0.005531835,0.018227383
0.005877535,0.005131728,0.018132761
0.005181684,0.004996105,0.017963458
0.005368921,0.005313461,0.017608565
0.006059891,0.004926652,0.017633549
0.007712596,0.004151953,0.018432389
0.007780369,0.004214587,0.018928767
0.007812943,0.003107485,0.018455829
0.008371971,0.003827507,0.018675636
0.00814874,0.003763702,0.017740491
0.007709804,0.003301778,0.019260404
-0.007772104,-0.004952246,1.36E-19
-0.00819647,-0.004798542,0.000726761
-0.00838172,-0.004493654,1.79E-19
-0.008088492,-0.004191691,0.000535335
-0.00758692,-0.004486908,1.32E-19
-0.007973827,-0.003858658,1.63E-19
-0.00730958,-0.005452687,0.000773447
-0.007281079,-0.005691194,9.73E-20
-0.0071162,-0.0050554,9.59E-20
-0.006593824,-0.005744103,5.56E-20
-0.007968011,-0.00507938,0.001343581
-0.007000157,-0.006538812,0
-0.007403943,-0.006181602,0.000854975
-0.006054372,-0.006513925,1.31E-20
-0.006598471,-0.006541752,0.000876794
-0.005931445,-0.005691777,1.67E-20
-0.005262897,-0.006029755,-2.78E-20
-0.005718254,-0.006478949,0.000790152
-0.007643795,-0.005652661,0.001575502
0.007494554,0.003125837,0.017669873
0.007617272,0.003937949,0.01711588
0.007336745,0.004261648,0.01792421
0.005952039,0.00487678,0.017088209
0.005597515,0.004557591,0.017361556
0.006512795,0.004647987,0.017526522
0.005620872,0.004703188,0.018745803
0.004974651,0.004478406,0.019480689
0.006199741,0.005059992,0.018677932
0.004735525,0.004647649,0.018862184
0.006197115,0.004338693,0.018943565
0.006613442,0.004690688,0.018016574
0.007118007,0.004550294,0.018732503
0.006588246,0.004000887,0.019494786
0.007243449,0.003567694,0.019858508
0.005666338,0.004213196,0.01951412
0.005484719,0.003809646,0.020099665
0.006518932,0.00355728,0.020151537
0.005931731,0.004316915,0.018097405
0.005335376,0.004453038,0.018176686
0.004739022,0.004589162,0.018255966
0.006808256,0.003407332,0.018508546
0.00698317,0.004376166,0.017501765
0.006154351,0.004069329,0.017096131
0.006846892,0.004326184,0.01687671
0.006837494,0.003570192,0.017136758
0.004708118,0.003699195,0.019753146
0.005071142,0.004384766,0.017687088
0.007378571,0.002436209,0.018233193
0.006985089,0.00269436,0.018601246
0.007389515,0.002487832,0.01897701
0.006975438,0.002647064,0.01971375
0.006963228,0.001953712,0.019236813
0.007161921,0.001981389,0.018693946
0.006940919,0.002660547,0.017417406
0.006956937,0.001818833,0.017972062
-0.007215217,-0.004723771,0.000691919
-0.007875115,-0.004299032,0.001409574
-0.007561849,-0.003702134,0.000712115
-0.007250985,-0.004042332,1.17E-19
-0.007182666,-0.003396715,1.22E-19
-0.006825531,-0.003337634,0.000619582
-0.006846623,-0.004463222,8.77E-20
-0.006769216,-0.003900234,9.05E-20
-0.006238878,-0.003254637,0
-0.006172452,-0.004090327,5.23E-20
-0.004915126,-0.004282621,-2.54E-20
-0.005433484,-0.003564001,1.51E-20
-0.005639018,-0.004377466,1.66E-20
-0.004934081,-0.003800973,0.000578031
-0.005537024,-0.003361875,0.00052853
-0.00618499,-0.004949737,4.17E-20
-0.005532637,-0.005349161,-2.64E-21
-0.00529559,-0.005139975,0.000785436
-0.005430404,-0.004852138,-2.16E-21
-0.004832725,-0.005216713,-4.27E-20
-0.004751401,-0.005828834,0.000869995
-0.006158744,-0.00569182,0.001150444
-0.007745665,-0.004939125,0.002086267
-0.006843514,-0.004960634,0.001383838
-0.007071279,-0.006191047,0.001699405
-0.006190772,-0.006527128,0.001748063
-0.005335178,-0.006420712,0.001554072
-0.005692547,-0.005947155,0.002077468
-0.005160776,-0.005427813,0.001570872
-0.004602536,-0.006013738,0.00171765
-0.005074671,-0.004331089,0.000823814
-0.004466256,-0.004715249,0.00077638
-0.004192276,-0.005364086,0.001595496
-0.006695116,-0.006138413,0.002787934
-0.007396301,-0.005570282,0.002410337
-0.006020666,-0.003225139,0.000945094
-0.007061155,-0.004692987,0.002350945
